车名,价格,里程,发布时间,转手次数,挡位,排量,驱动类型,环保标准,发动机,车型,燃油类型,颜色
皓影 2021款 240TURBO CVT两驱智享版,"13.68, , ",3.1,2021年3月,0,自动,1.5,前驱,国VI,1.5,紧凑型SUV,92,白色
宝骏RM-5 2019款 1.5T CVT 24小时在线豪华型 5座,"4.98, , ",3,2020年3月,1,自动,1.5,前驱,国VI,1.5,,92,白色
MG6 2021款 Pro 1.5T 自动Trophy豪华版,"8.88, , ",0.02,2024年3月,0,自动,1.5,前驱,国VI,1.5,紧凑型车,92,白色
MG6 2020款 1.5T 自动Trophy旗舰版,"6.28, , ",2.8,2020年9月,0,自动,1.5,前驱,国VI,1.5,紧凑型车,92,白色
", 领克05 2020款 2.0TD 四驱劲Plus","11.58, , ",5.9,2020年9月,,", ",", ",,", ",,,,
宝马3系 2017款 320i M运动型,"10.98, , ",8.1,2017年8月,0,自动,2,后驱,国V,2,中型车,95,白色
RAV4荣放 2020款 2.0L CVT两驱都市版,"10.98, , ",4.2,2020年12月,0,自动,2,前驱,国VI,2,紧凑型SUV,92,白色
凯迪拉克CT5 2021款 28T 铂金运动型,"21.38, , ",5.4,2021年6月,0,自动,2,后驱,国VI,2,中型车,95,银/灰色
艾瑞泽GX 2018款 1.5T CVT型色版 国V,"4.68, , ",1.8,2020年1月,0,自动,1.5,前驱,国V,1.5,紧凑型车,92,白色
英菲尼迪Q50L 2018款 2.0T 进享版 国VI,"14.88, , ",5.7,2020年1月,0,自动,2,后驱,国VI,2,中型车,95,白色
魏牌 VV5 2020款 1.5T 两驱智先锋,"6.41, , ",4.3,2020年5月,0,自动,1.5,前驱,国VI,1.5,紧凑型SUV,92,黑色
雪铁龙C4L 2015款 1.8L 自动豪华版,"3.98, , ",13,2016年1月,0,自动,1.8,前驱,国IV(国V),1.8,紧凑型车,92,白色
昂科拉 2018款 18T 自动两驱都市领先型,"5.38, , ",5.3,2019年2月,1,自动,1.4,前驱,国V,1.4,小型SUV,92,白色
科鲁泽 2020款 轻混 RS 330T 自动畅快版,"4.82, , ",4.23,2020年6月,0,自动,1.3,前驱,国VI,1.3,紧凑型车,92,银/灰色
领克06 2020款 1.5T 劲Pro,"8.38, , ",3.8,2022年1月,0,自动,1.5,前驱,国VI,1.5,小型SUV,92,蓝色
红旗H5 2023款 1.5T DCT智联旗悦版,"9.90, , ",1.88,2022年9月,0,自动,1.5,前驱,国VI,1.5,中型车,95,黑色
发现神行 2018款 240PS HSE版,"15.98, , ",6,2017年11月,0,自动,2,四驱,国V,2,中型SUV,95,黑色
讴歌MDX 2010款 3.7 标准版,"8.98, , ",21,2012年6月,0,自动,3.7,四驱,国IV,3.7,中大型SUV,95,红/紫色
领克05 2020款 2.0TD 四驱劲Plus,"10.68, , ",3.7,2020年5月,1,自动,2,四驱,国VI,2,紧凑型SUV,95,银/灰色
奥迪A4L 2018款 30周年年型 40 TFSI 时尚型,"14.80, , ",8.7,2018年6月,1,自动,2,前驱,国V,2,中型车,95,白色
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
英仕派 2019款 260TURBO 典雅版 国VI,"11.98, , ",4.6,2019年8月,0,自动,1.5,前驱,国VI,1.5,中型车,92,白色
经典帝豪 2013款 三厢 1.8L 手动精英型,"1.68, , ",10,2014年4月,1,手动,1.8,前驱,国IV,1.8,紧凑型车,92,红/紫色
哈弗大狗 2021款 1.5T DCT两驱马犬版,"8.38, , ",4,2021年2月,1,自动,1.5,前驱,国VI,1.5,紧凑型SUV,92,黄/橙色
Macan 2017款  Macan 2.0T,"21.80, , ",10,2016年8月,1,自动,2,四驱,欧V,2,中型SUV,95,蓝色
哈弗H7 2018款 蓝标H7 2.0T 自动悦享型,"5.68, , ",5.8,2018年12月,0,自动,2,前驱,国V,2,中型SUV,92,白色
柯珞克 2022款 TSI280 豪华版,"9.08, , ",7,2021年12月,0,自动,1.4,前驱,国VI,1.4,紧凑型SUV,95,香槟/棕色
吉利GC7 2013款 1.5L 手动尊贵型,"1.18, , ",8,2014年6月,1,手动,1.5,前驱,国IV,1.5,紧凑型车,92,银/灰色
领克03 2021款 1.5TD DCT劲Pro,"7.98, , ",4.6,2020年12月,0,自动,1.5,前驱,国VI,1.5,紧凑型车,95,银/灰色
奥迪Q3 2013款 35 TFSI quattro 技术型,"6.98, , ",8,2014年9月,0,自动,2,四驱,国IV(国V),2,紧凑型SUV,95,白色
瑞虎8 2018款 1.5TCI 自动豪华型 7座,"5.78, , ",5,2018年12月,1,自动,1.5,前驱,国V,1.5,中型SUV,92,白色
哈弗酷狗 2022款 1.5T DCT四驱潮野版,"11.98, , ",0.8,2022年8月,0,自动,1.5,四驱,国VI,1.5,紧凑型SUV,92,绿色
思域 2019款 220TURBO CVT劲动版 国V,"8.88, , ",4,2021年9月,1,自动,1.5,前驱,国V,1.5,紧凑型车,92,白色
君威 2017款 20T 豪华型,"7.88, , ",5.5,2018年12月,0,自动,1.5,前驱,国V,1.5,中型车,92,白色
奥迪A6L 2018款 30周年年型 TFSI 进取型,"19.60, , ",6.5,2018年3月,0,自动,1.8,前驱,国V,1.8,中大型车,95,黑色
尚酷 2011款 R 2.0TSI,"9.98, , ",9.3,2014年2月,2,自动,2,前驱,国IV(国V),2,跑车,95,银/灰色
奥迪A4L 2018款 30周年年型 40 TFSI 进取型,"13.98, , ",6.8,2018年5月,0,自动,2,前驱,国V,2,中型车,95,白色
凯迪拉克ATS-L 2017款 28T 时尚型,"8.68, , ",6.8,2017年12月,0,自动,2,后驱,国IV(国V),2,中型车,95,白色
帕萨特 2015款 1.4TSI DSG尊荣版,"6.38, , ",9,2016年4月,0,自动,1.4,前驱,国IV(国V),1.4,中型车,95,黑色
", 领克03 2019款 03+ 2.0TD 自动驭风版","10.68, , ",9.1,2019年12月,,", ",", ",,", ",,,,
长安UNI-T 2020款 1.5T 豪华型,"7.98, , ",5,2021年3月,0,自动,1.5,前驱,国VI,1.5,紧凑型SUV,92,黑色
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
宝来 2019款 改款 280TSI DSG精英型 国VI,"7.30, , ",2,2019年9月,0,自动,1.4,前驱,国VI,1.4,紧凑型车,95,银/灰色
Levante 2016款 3.0T 标准型,"35.80, , ",9.09,2017年1月,2,自动,3,四驱,国V,3,中大型SUV,95,蓝色
威驰 2017款 1.5L CVT创行版,"3.98, , ",6.2,2017年1月,1,自动,1.5,前驱,国V,1.5,小型车,92,白色
", 奥迪A8 2019款 A8L 55 TFSI quattro 豪华型",,7.8,2021年3月,,", ",", ",,", ",,,,
长安UNI-V 2022款 1.5T 尊贵型,"6.98, , ",1.59,2022年11月,0,自动,1.5,前驱,国VI,1.5,紧凑型车,92,银/灰色
飞度 2016款 1.5L LXS CVT舒适天窗版,"5.18, , ",9,2017年3月,0,自动,1.5,前驱,国IV(国V),1.5,小型车,92,白色
翼搏 2013款 1.5L 自动尊贵型,"3.38, , ",9,2014年6月,1,自动,1.5,前驱,欧IV,1.5,小型SUV,92,白色
五菱宏光 2019款 1.5L S舒适型国VI LAR,"2.98, , ",7,2019年9月,0,手动,1.5,后驱,国VI,1.5,微面,92,白色
宝马7系 2019款 改款 730Li M运动套装,"45.80, , ",13,2020年5月,0,自动,2,后驱,国VI,2,大型车,95,黑色
", MINI 2019款 2.0T COOPER S 赛车手","16.50, , ",4.3,2019年5月,,", ",", ",,", ",,,,
逸动 2020款 PLUS 蓝鲸NE 1.4T GDI DCT旗舰型,"5.58, , ",3.5,2020年10月,0,自动,1.4,前驱,国VI,1.4,紧凑型车,92,银/灰色
宝马5系 2022款 530Li 领先型 M运动套装,"38.88, , ",2,2022年7月,0,自动,2,后驱,国VI,2,中大型车,95,白色
卡罗拉 2021款 1.2T S-CVT 豪华版,"7.58, , ",7.6,2020年9月,0,自动,1.2,前驱,国VI,1.2,紧凑型车,92,白色
名爵ZS 2020款 180DVVT 自动Plus L2+,"4.58, , ",3.8,2019年11月,0,自动,1.5,前驱,国VI,1.5,小型SUV,92,蓝色
红旗H5 2019款 30TD 智联韵动版,"7.38, , ",6,2019年7月,1,自动,1.8,前驱,国VI,1.8,中型车,92,蓝色
凯迪拉克CT5 2020款 改款 28T 时尚型,"14.95, , ",5.2,2020年8月,0,自动,2,后驱,国VI,2,中型车,95,蓝色
奥迪A6L 2021款 55 TFSI quattro 尊享致雅型,"33.68, , ",9,2021年4月,0,自动,3,四驱,国VI,3,中大型车,95,黑色
领克03 2018款 1.5TD DCT劲Pro版 国V,"6.98, , ",6,2018年12月,0,自动,1.5,前驱,国V,1.5,紧凑型车,95,黑色
Macan 2020款 Macan 2.0T,"37.80, , ",5,2020年6月,1,自动,2,四驱,国VI,2,中型SUV,95,黑色
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
哈弗赤兔 2021款 激擎版 1.5T 黄金兔,"8.48, , ",2,2022年6月,1,自动,1.5,前驱,国VI,1.5,紧凑型SUV,92,蓝色
奥迪A3 2019款 Limousine 35 TFSI 时尚型 国V,"10.28, , ",6.3,2019年3月,0,自动,1.4,前驱,国V,1.4,紧凑型车,95,白色
林肯MKZ 2018款 2.0T 尊雅版,"10.30, , ",7.64,2018年7月,0,自动,2,前驱,国V,2,中型车,92,黑色
蒙迪欧 2018款 EcoBoost 180 舒适型,"7.38, , ",4.9,2018年7月,0,自动,1.5,前驱,国V,1.5,中型车,92,黑色
Polo 2016款 1.6L 自动舒适型,"4.58, , ",8,2016年3月,0,自动,1.6,前驱,国V,1.6,小型车,92,绿色
福克斯 2011款 三厢 1.8L 自动豪华型,"2.30, , ",15,2012年1月,1,自动,1.8,前驱,国IV,1.8,紧凑型车,92,银/灰色
领克01 2019款 2.0T 两驱耀Pro版 国V,"8.88, , ",3.1,2020年1月,0,自动,2,前驱,国V,2,紧凑型SUV,95,白色
名图 2014款 1.8L 自动智能型GLS,"3.98, , ",8.98,2015年3月,0,自动,1.8,前驱,国IV(国V),1.8,中型车,92,白色
宋PLUS 2020款 1.5T 自动尊贵型,"7.68, , ",3,2021年3月,0,自动,1.5,前驱,国VI,1.5,紧凑型SUV,92,白色
影豹 2022款 270T DCT J16 R-style赛道版,"8.98, , ",3.2,2022年4月,0,自动,1.5,前驱,国VI,1.5,紧凑型车,92,银/灰色
迈锐宝XL 2020款 535T CVT锐动版,"7.69, , ",1.68,2020年3月,0,自动,1.3,前驱,国VI,1.3,中型车,92,白色
奔驰E级 2020款 E 300 L 时尚型,"34.58, , ",10,2020年3月,0,自动,2,后驱,国VI,2,中大型车,95,黑色
奔驰C级 2017款 改款 C 200 L 运动版,"13.88, , ",8.6,2017年8月,0,自动,2,后驱,欧V,2,中型车,95,白色
自由光 2017款 2.4L 领先版,"6.38, , ",7.9,2017年9月,0,自动,2.4,前驱,国V,2.4,中型SUV,92,黑色
DS 5 2014款 1.6T 雅致版THP160,"5.98, , ",4,2017年1月,0,自动,1.6,前驱,国IV(国V),1.6,中型车,92,白色
奥迪A3 2021款 A3L Limousine 35 TFSI 时尚致雅型,"12.38, , ",3.5,2021年3月,0,自动,1.4,前驱,国VI,1.4,紧凑型车,95,白色
奔驰E级 2020款 E 300 L 时尚型,"32.60, , ",3,2020年12月,0,自动,2,后驱,国VI,2,中大型车,95,黑色
汉腾X7 2018款 X7S 2.0T DCT尊享型,"3.68, , ",5.3,2019年10月,0,自动,2,前驱,国V,2,紧凑型SUV,92,白色
星瑞 2023款 1.5TD 扶摇版,"8.20, , ",0.8,2023年9月,1,自动,1.5,前驱,国VI,1.5,紧凑型车,92,白色
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
桑塔纳 2015款 1.6L 自动舒适版,"3.78, , ",9,2015年6月,0,自动,1.6,前驱,国IV(国V),1.6,紧凑型车,92,白色
领克03 2021款 1.5TD DCT劲Plus,"8.58, , ",3.5,2021年3月,0,自动,1.5,前驱,国VI,1.5,紧凑型车,95,银/灰色
奥迪A3 2019款 Limousine 35 TFSI 时尚型 国V,"11.08, , ",4,2020年1月,1,自动,1.4,前驱,国V,1.4,紧凑型车,95,白色
标致4008 2017款 350THP 精英版,"6.88, , ",8.3,2018年3月,1,自动,1.6,前驱,国V,1.6,紧凑型SUV,92,白色
凯迪拉克XTS 2018款 28T 技术型,"12.68, , ",5.8,2018年6月,0,自动,2,前驱,国V,2,中大型车,95,黑色
奔驰A级 2020款 改款二 A 180 L 运动轿车,"12.98, , ",2.6,2020年12月,0,自动,1.3,前驱,国VI,1.3,紧凑型车,95,白色
明锐 2017款 1.6L 手动智行版,"4.38, , ",4,2016年9月,1,手动,1.6,前驱,国V,1.6,紧凑型车,92,白色
长安UNI-T 2020款 1.5T 尊贵型,"7.32, , ",4.38,2021年8月,0,自动,1.5,前驱,国VI,1.5,紧凑型SUV,92,银/灰色
", 传祺M8 2020款 大师版 390T 至尊版","16.68, , ",10,2020年10月,,", ",", ",,", ",,,,
红旗H5 2020款 1.8T 自动智联旗领版,"8.56, , ",3,2021年7月,0,自动,1.8,前驱,国VI,1.8,中型车,95,黑色
博瑞 2015款 1.8T 尊贵型,"3.98, , ",7.1,2016年9月,1,自动,1.8,前驱,国V,1.8,中型车,92,红/紫色
宝来 2020款 1.5L 手动时尚型,"5.68, , ",4.28,2020年4月,0,手动,1.5,前驱,国VI,1.5,紧凑型车,92,白色
揽胜运动版 2020款 3.0 L6 SE,"51.80, , ",8.3,2019年11月,1,自动,3,四驱,国VI,3,中大型SUV,95,白色
轩逸 2019款 经典 1.6XE CVT舒适版,"5.60, , ",7,2020年4月,0,自动,1.6,前驱,国VI,1.6,紧凑型车,92,黑色
雅阁 2021款 260TURBO 豪华・星空限量版,"11.38, , ",4.2,2020年12月,0,自动,1.5,前驱,国VI,1.5,中型车,92,黑色
思域 2019款 180TURBO CVT尚悦版 国V,"7.50, , ",5,2019年10月,0,自动,1,前驱,国V,1,紧凑型车,92,白色
奥迪A4L 2019款 40 TFSI 进取型 国VI,"16.38, , ",3,2020年7月,0,自动,2,前驱,国VI,2,中型车,95,蓝色
英仕派 2019款 260TURBO 精致版 国VI,"12.68, , ",9,2021年4月,0,自动,1.5,前驱,国VI,1.5,中型车,92,白色
五菱荣光V 2016款 1.5L实用型,"2.28, , ",8.8,2018年5月,0,手动,1.5,后驱,国IV/国V,1.5,微面,92,银/灰色
索纳塔 2014款 2.0L 自动尊贵版,"4.18, , ",9.5,2015年3月,0,自动,2,前驱,国IV(国V),2,中型车,92,白色
,,,,,,,,,,,,
宝马1系(进口) 2016款 118i 都市设计套装,"7.50, , ",10,2015年12月,1,自动,1.5,后驱,欧V,1.5,紧凑型车,95,白色
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
起亚K3 2016款 1.6L 自动GLS,"3.99, , ",8,2016年8月,0,自动,1.6,前驱,国IV(国V),1.6,紧凑型车,92,白色
艾瑞泽5 GT 2022款 1.6T DCT掣,"7.38, , ",1,2023年3月,0,自动,1.6,前驱,国VI,1.6,紧凑型车,92,黄/橙色
普拉多 2016款 3.5L 自动VX NAVI,"44.60, , ",2.94,2016年7月,1,自动,3.5,四驱,国IV(国V),3.5,中大型SUV,95,白色
奔腾B70 2023款 第三代 1.5T 自动畅享型,"7.58, , ",2.12,2023年8月,0,自动,1.5,前驱,国VI,1.5,中型车,92,白色
奔驰GLC 2017款 GLC 300 4MATIC 动感型,"20.88, , ",10,2017年2月,1,自动,2,四驱,欧V,2,中型SUV,95,白色
雅阁 2018款 260TURBO 精英版 国VI,"11.80, , ",3.6,2020年4月,0,自动,1.5,前驱,国VI,1.5,中型车,92,黑色
翼虎 2013款 2.0L GTDi 四驱尊贵型,"5.18, , ",10,2014年5月,1,自动,2,四驱,国IV(国V),2,紧凑型SUV,92,白色
卡罗拉 2017款 1.2T CVT GL,"5.68, , ",3.5,2017年12月,1,自动,1.2,前驱,国V,1.2,紧凑型车,92,香槟/棕色
逸动 2020款 PLUS 蓝鲸NE 1.4T GDI DCT旗舰型,"5.38, , ",6,2020年9月,0,自动,1.4,前驱,国VI,1.4,紧凑型车,92,银/灰色
起亚K3 2021款 1.5L CVT焕新版,"7.98, , ",1.9,2022年7月,0,自动,1.5,前驱,国VI,1.5,紧凑型车,92,白色
思域 2019款 220TURBO CVT燃动版 国V,"7.89, , ",5,2019年10月,0,自动,1.5,前驱,国V,1.5,紧凑型车,92,蓝色
奔驰GLA 2016款 GLA 200 动感型,"8.98, , ",9,2017年1月,0,自动,1.6,前驱,国V,1.6,紧凑型SUV,95,红/紫色
英朗 2019款 18T 自动互联旗舰型 国VI,"4.55, , ",3.8,2019年1月,0,自动,1.3,前驱,国VI,1.3,紧凑型车,92,黑色
科鲁兹 2018款 320 自动先锋天窗版,"3.66, , ",4.8,2018年6月,1,自动,1.5,前驱,国V,1.5,紧凑型车,92,白色
菲斯塔 2019款 280TGDi 智享版 国VI,"7.30, , ",3.5,2020年1月,0,自动,1.6,前驱,国VI,1.6,紧凑型车,92,白色
奔驰E级 2021款 改款 E 260 L 运动型,"35.58, , ",5.09,2021年4月,0,自动,2,后驱,国VI,2,中大型车,95,黑色
坦克300 2021款 城市版 2.0T 很有型,"18.88, , ",2,2022年12月,1,自动,2,四驱,国VI,2,紧凑型SUV,92,银/灰色
领克03 2021款 2.0TD 自动劲 冠军版,"10.28, , ",2.5,2021年1月,0,自动,2,前驱,国VI,2,紧凑型车,95,黑色
红旗H5 2024款 1.5T DCT智联旗韵版,"13.38, , ",0.1,2024年3月,0,自动,1.5,前驱,国VI,1.5,中型车,95,黑色
,,,,,,,,,,,,
,,,,,,,,,,,,
探界者 2019款 Redline 550T 自动四驱捍界版RS 国V,"11.88, , ",4,2020年11月,0,自动,2,四驱,国V,2,中型SUV,95,黑色
英朗 2019款 18T 自动互联旗舰型 国VI,"4.58, , ",3.6,2019年10月,0,自动,1.3,前驱,国VI,1.3,紧凑型车,92,白色
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
奥德赛 2017款 2.4L 智享版,"14.80, , ",10,2017年12月,0,自动,2.4,前驱,国V,2.4,,92,白色
魏牌 VV7 2017款 2.0T 旗舰型,"6.88, , ",5.2,2018年2月,0,自动,2,前驱,国V,2,中型SUV,92,黑色
轩逸 2019款 经典 1.6XE CVT舒适版,"5.98, , ",4.9,2019年12月,0,自动,1.6,前驱,国VI,1.6,紧凑型车,92,白色
途观L 2022款 330TSI 自动两驱R-Line越享版,"18.98, , ",2.4,2022年9月,0,自动,2,前驱,国VI,2,中型SUV,95,香槟/棕色
宝马1系 2020款 120i M运动套装,"9.58, , ",4.8,2019年10月,0,自动,1.5,前驱,国VI,1.5,紧凑型车,95,白色
英仕派 2019款 260TURBO 典雅版 国VI,"10.98, , ",3.5,2020年1月,0,自动,1.5,前驱,国VI,1.5,中型车,92,白色
奔驰S级 2021款 S 450 L 4MATIC,"82.80, , ",11.1,2021年2月,0,自动,3,四驱,国VI,3,大型车,95,黑色
领克03 2019款 1.5TD DCT劲版 国VI,"7.29, , ",3.1,2020年5月,0,自动,1.5,前驱,国VI,1.5,紧凑型车,95,白色
红旗HS5 2019款 2.0T 智联旗领四驱版,"10.88, , ",5.9,2020年1月,0,自动,2,四驱,国VI,2,中型SUV,95,白色
本田UR-V 2017款 370TURBO 两驱尊贵版 国V,"15.98, , ",8.2,2019年6月,0,自动,2,前驱,国V,2,中型SUV,92,白色
君威 2021款 GS 28T 精英型,"14.58, , ",1.9,2022年1月,0,自动,2,前驱,国VI,2,中型车,95,白色
名图 2017款 1.8L 自动尊贵型DLX 国V,"6.58, , ",9,2018年12月,0,自动,1.8,前驱,国V,1.8,中型车,92,白色
长安欧尚X5 2021款 1.5T DCT旗舰型,"6.58, , ",2,2023年3月,1,自动,1.5,前驱,国VI,1.5,紧凑型SUV,92,银/灰色
凯迪拉克CT5 2021款 28T 豪华型,"19.30, , ",2.8,2021年7月,0,自动,2,后驱,国VI,2,中型车,95,银/灰色
哈弗H6 2021款 第三代 1.5T 自动两驱Max,"8.80, , ",0.7,2021年12月,0,自动,1.5,前驱,国VI,1.5,紧凑型SUV,92,黑色
英朗 2019款 18T 自动互联精英型 国VI,"3.88, , ",3.6,2020年1月,0,自动,1.3,前驱,国VI,1.3,紧凑型车,92,白色
迈腾 2023款 200万辆纪念版 330TSI DSG豪华型,"17.28, , ",1,2022年6月,0,自动,2,前驱,国VI,2,中型车,95,黑色
博瑞 2018款 1.5T MHEV 耀尊版,"5.68, , ",4.9,2018年8月,0,自动,1.5,前驱,国V,1.5,中型车,95,蓝色
迈锐宝XL 2019款 535T CVT锐动版,"7.38, , ",7,2019年12月,1,自动,1.3,前驱,国VI,1.3,中型车,92,黑色
", 君威 2019款 20T 精英型 国VI","8.98, , ",6.7,2019年8月,,", ",", ",,", ",,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
奔驰E级 2020款 E 300 L 时尚型,"36.80, , ",7.1,2021年4月,1,自动,2,后驱,国VI,2,中大型车,95,黑色
菲斯塔 2019款 280TGDi 智速版 国VI,"7.28, , ",3,2020年3月,0,自动,1.6,前驱,国VI,1.6,紧凑型车,92,蓝色
哈弗H6 Coupe 2018款 红标 1.5T 自动两驱豪华型,"6.68, , ",6,2019年3月,1,自动,1.5,前驱,国V,1.5,紧凑型SUV,92,白色
荣威RX5 2021款 PLUS 300TGI 自动Ali国潮豪华荣麟版,"6.98, , ",6.2,2021年1月,1,自动,1.5,前驱,国VI,1.5,紧凑型SUV,92,银/灰色
捷豹XEL 2021款 2.0T 250PS 曜黑运动版,"19.88, , ",3.3,2022年10月,0,自动,2,后驱,国VI,2,中型车,95,白色
威朗 2018款 三厢 15S 自动领先型,"4.82, , ",8,2017年11月,0,自动,1.5,前驱,国V,1.5,紧凑型车,92,红/紫色
MG6 2020款 1.5T 自动Trophy豪华版,"6.88, , ",3,2021年1月,0,自动,1.5,前驱,国VI,1.5,紧凑型车,92,银/灰色
君威 2020款 GS 28T 精英型,"10.68, , ",3.89,2020年9月,0,自动,2,前驱,国VI,2,中型车,95,蓝色
起亚K5 2020款 380T GT-Line 旗舰版,"11.00, , ",3,2021年3月,1,自动,2,前驱,国VI,2,中型车,92,黑色
领克03 2019款 1.5TD DCT劲版 国VI,"8.00, , ",4,2019年12月,0,自动,1.5,前驱,国VI,1.5,紧凑型车,95,黑色
长安UNI-V 2022款 1.5T 运动版,"7.88, , ",1.5,2022年12月,0,自动,1.5,前驱,国VI,1.5,紧凑型车,92,黑色
标致308 2014款 乐享版 经典 1.6L 自动风尚型,"2.68, , ",11,2014年12月,0,自动,1.6,前驱,国IV+OBD,1.6,紧凑型车,92,白色
奥迪A4L 2022款 40 TFSI 豪华动感型,"21.38, , ",7.7,2022年1月,0,自动,2,前驱,国VI,2,中型车,95,银/灰色
迈腾 2017款 330TSI DSG 领先型,"9.08, , ",8.1,2016年10月,1,自动,1.8,前驱,国V,1.8,中型车,95,银/灰色
星瑞 2023款 2.0TD 豪华型,"7.98, , ",1,2022年10月,0,自动,2,前驱,国VI,2,紧凑型车,95,黑色
柯迪亚克 2020款 TSI330 5座两驱舒适版,"11.88, , ",5.7,2021年2月,1,自动,2,前驱,国VI,2,中型SUV,95,白色
,,,,,,,,,,,,
嘉年华 2011款 两厢 1.5L 手动时尚型,"4.00, , ",9,2014年7月,3,手动,1.5,前驱,国IV,1.5,小型车,92,红/紫色
,,,,,,,,,,,,
长安欧尚X7 PLUS 2022款 1.5T 蓝鲸版自动尊享型,"8.18, , ",2,2022年6月,0,自动,1.5,前驱,国VI,1.5,紧凑型SUV,92,银/灰色
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
奥迪A3 2020款 Limousine 35 TFSI 时尚型 国VI,"13.38, , ",5.8,2021年1月,0,自动,1.4,前驱,国VI,1.4,紧凑型车,95,白色
威驰 2016款 1.5L 自动智臻星耀版,"3.88, , ",9,2016年10月,1,自动,1.5,前驱,国IV(国V),1.5,小型车,92,白色
起亚K3 2016款 1.6L 自动GL,"4.38, , ",7,2018年1月,0,自动,1.6,前驱,国IV(国V),1.6,紧凑型车,92,白色
荣威i6 2018款 20T 自动互联网智享版,"4.18, , ",7,2018年9月,0,自动,1.5,前驱,国V,1.5,紧凑型车,92,红/紫色
逸达 2023款 蓝鲸NE 1.5T GDI DCT尊享型,"7.58, , ",0.01,2024年3月,1,自动,1.5,前驱,国VI,1.5,紧凑型车,92,银/灰色
奥迪A7 2014款 35 FSI quattro 技术型,"23.80, , ",7,2015年7月,1,自动,2.8,四驱,国IV,2.8,中大型车,95,白色
长安UNI-V 2023款 1.5T 运动版,"9.58, , ",2.1,2023年4月,0,自动,1.5,前驱,国VI,1.5,紧凑型车,92,银/灰色
奥迪A4L 2019款 40 TFSI 时尚型 国VI,"17.38, , ",10,2020年2月,0,自动,2,前驱,国VI,2,中型车,95,白色
宝马3系 2017款 318i 时尚型,"13.98, , ",13.46,2018年2月,0,自动,1.5,后驱,国V,1.5,中型车,95,白色
奥迪A4L 2020款 40 TFSI 时尚动感型,"19.88, , ",2.8,2021年3月,0,自动,2,前驱,国VI,2,中型车,95,蓝色
迈腾 2018款 330TSI DSG 领先型,"11.48, , ",6.5,2019年3月,0,自动,1.8,前驱,国V,1.8,中型车,95,黑色
红旗HS5 2019款 2.0T 智联旗享四驱版,"11.28, , ",4,2020年7月,0,自动,2,四驱,国VI,2,中型SUV,95,黑色
捷途X70 2020款 1.5T DCT畅行版 5座,"4.98, , ",3.6,2020年1月,0,自动,1.5,前驱,国VI,1.5,中型SUV,92,白色
揽胜 2020款 3.0 L6 传世加长版,"118.68, , ",5.7,2020年7月,0,自动,3,四驱,国VI,3,中大型SUV,95,黑色
奥迪A3 2021款 A3L Limousine 35 TFSI 时尚运动型,"13.58, , ",8,2021年3月,1,自动,1.4,前驱,国VI,1.4,紧凑型车,95,红/紫色
